채용글번호,지원금/보험,급여제도,선물,교육/생활,근무 환경,조직문화,출퇴근,리프레시
42768837,"각종 경조사 지원, 단체 상해보험","퇴직연금, 장기근속자 포상, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 교육비 지원, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 사무용품 지급",노조/노사협의회,,"연차, 경조휴가제, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 휴양시설 제공"
42904778,,"퇴직금, 4대 보험",,"점심식사 제공, 간식 제공",,"회식강요 안함, 자유로운 연차사용",,"연차, 반차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직"
42903139,"건강검진, 각종 경조사 지원, 무료진료지정병원","퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 야근수당, 휴일(특근)수당, 연차수당, 자격증수당, 4대 보험",,,"휴게실, 회의실, 공기청정기, 전용 사옥, 사내 정원, 건물 내 경사로, 휠체어용 난간, 유도점자블록, 장애인 화장실, 장애인 전용주차장, 장애인 엘리베이터, 비상경보장치, 문턱 없음, 유니폼지급, 사원증, 사무용품 지급",,회사차량 있음,
42903101,"건강검진, 단체 상해보험, 헬스비 지급, 통신비 지원","장기근속자 포상, 퇴직금, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 플레이샵, 교육비 지원, 자기계발비 지원, 사내동호회 운영, 사우회(경조사회), 식비 지원","노트북, 사무용품 지급",캐주얼데이,회사차량 있음,"연차, 경조휴가제, Refresh휴가, 산전 후 휴가, 육아휴직"
42902067,"건강검진, 각종 경조사 지원","인센티브제, 우수사원포상, 퇴직금, 4대 보험",창립일선물지급,사내동호회 운영,,,,
42901704,"건강검진, 각종 경조사 지원, 업무활동비 지급","퇴직연금, 우수사원포상, 퇴직금, 성과급, 자격증수당, 4대 보험",명절선물/귀향비,"창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 저녁식사 제공, 사내동호회 운영, 간식 제공, 음료제공(차, 커피), 점심시간 연장제도","휴게실, 회의실, 공기청정기, 카페테리아, 비상경보장치, 노트북, 사원증, 사무용품 지급, 최고 성능 컴퓨터","캐주얼데이, 자유로운 연차사용","야간교통비지급, 주차장제공, 주 40시간제 시행","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 육아휴직, 시간제 연차"
42894806,"건강검진, 직원대출제도, 각종 경조사 지원, 문화생활비, 선택적복리후생","퇴직연금, 장기근속자 포상, 우수사원포상, 야근수당, 휴일(특근)수당, 4대 보험",명절선물/귀향비,"신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 사내동호회 운영","휴게실, 콘도/리조트 이용권","노조/노사협의회, 자유복장",,"연차, 경조휴가제, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 보건휴가"
42901465,각종 경조사 지원,"퇴직금, 4대 보험","명절선물/귀향비, 웰컴키트 지급, 생일자 조기퇴근","신입사원교육(OJT), 간식 제공, 음료제공(차, 커피)","휴게실, 회의실","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 캐주얼데이, 님/닉네임 문화",탄력근무제,"연차, 경조휴가제, 근로자의 날 휴무, 산전 후 휴가, 육아휴직"
42901371,건강검진,"퇴직금, 4대 보험",,"우수사원시상식, 워크샵, 플레이샵, 저녁식사 제공, 음료제공(차, 커피)",,자유복장,,"연차, 반차, 창립일휴무, 근로자의 날 휴무"
42900799,헬스비 지급,"퇴직연금, 인센티브제, 상여금, 우수사원포상, 퇴직금, 성과급, 4대 보험","명절선물/귀향비, 생일선물/파티, 크리스마스 선물, 도서 무제한 제공, 임신/출산 선물, 웰컴키트 지급, 생일자 조기퇴근","도서구입비지원, 자기계발비 지원, 점심식사 제공, 저녁식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","휴게실, 수면실, 회의실, 공기청정기, 카페테리아, 비상경보장치, 문턱 없음, 노트북, 사원증, 사무용품 지급, 최고 성능 컴퓨터","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화, 반려동물 동반출근","주차장제공, 탄력근무제","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 휴가비지원, 육아휴직, 남성출산휴가, 보건휴가, 패밀리데이"
42899381,건강검진,"인센티브제, 4대 보험","명절선물/귀향비, 생일선물/파티","음료제공(차, 커피)","회의실, 카페테리아",,,연차
42880846,"각종 경조사 지원, 해외여행 지원","인센티브제, 우수사원포상, 퇴직금, 연차수당, 4대 보험",,자기계발비 지원,,,,"연차, 경조휴가제"
42899003,"건강검진, 자녀학자금","퇴직금, 4대 보험",,점심식사 제공,,,주차장제공,"연차, 여름휴가, 경조휴가제, 근로자의 날 휴무"
42895403,"건강검진, 직원대출제도, 각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 연차수당, 4대 보험","명절선물/귀향비, 창립일선물지급","우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 외국어 교육 지원, 사이버연수원운영, 자격증취득지원, 교육비 지원, 자기계발비 지원, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회), 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 사내 정원, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급","노조/노사협의회, 회식강요 안함, 자유복장","기숙사 운영, 사원아파트 임대, 회사차량 있음, 탄력근무제","연차, 경조휴가제, 근로자의 날 휴무, 육아휴직, 휴양시설 제공"
42897982,"건강검진, 의료비지원(본인), 각종 경조사 지원, 선택적복리후생","퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 야근수당, 휴일(특근)수당, 연차수당, 직책수당, 4대 보험","명절선물/귀향비, 장기근속 선물","창립일행사, 우수사원시상식, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 자기계발비 지원","수면실, 회의실, 전용 사옥, 노트북, 사원증, 사내도서관, 사무용품 지급","수평적 조직문화, 자유복장, 자유로운 연차사용, 님/닉네임 문화","탄력근무제, 주 40시간제 시행","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가"
42897868,"건강검진, 각종 경조사 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 저녁식사 제공",회의실,"야근강요 안함, 자유복장",,"연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가"
42895818,"건강검진, 자녀학자금","상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급",,우수사원시상식,,,,"연차, 여름휴가, 경조휴가제, 근로자의 날 휴무"
42854823,"건강검진, 직원대출제도, 각종 경조사 지원, 문화생활비, 선택적복리후생","퇴직연금, 장기근속자 포상, 우수사원포상, 야근수당, 휴일(특근)수당, 4대 보험",명절선물/귀향비,"신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 사내동호회 운영","휴게실, 콘도/리조트 이용권","노조/노사협의회, 자유복장",,"연차, 경조휴가제, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 보건휴가"
42894799,건강검진,"퇴직연금, 퇴직금, 4대 보험",,"워크샵, 음료제공(차, 커피)",노트북,,,"연차, 여름휴가, 경조휴가제"
42851402,"건강검진, 단체 상해보험","퇴직연금, 상여금, 휴일(특근)수당, 연차수당, 직책수당, 4대 보험",,"직무능력향상교육, 도서구입비지원, 자격증취득지원, 자기계발비 지원, 저녁식사 제공, 사우회(경조사회), 음료제공(차, 커피)","회의실, 공기청정기","회식강요 안함, 자유복장","주차장제공, 주 52시간제 준수","연차, 육아휴직"
42894102,,"퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 4대 보험",장기근속 선물,"창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 교육비 지원, 자기계발비 지원, 점심식사 제공, 사내동호회 운영, 사우회(경조사회)",,노조/노사협의회,,
42636945,"건강검진, 직원대출제도, 각종 경조사 지원, 업무활동비 지급","퇴직연금, 장기근속자 포상, 우수사원포상, 4대 보험","명절선물/귀향비, 창립일선물지급","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 사내동호회 운영, 사우회(경조사회)","휴게실, 회의실, 공기청정기, 전용 사옥, 사내 정원, 사원증, 사무용품 지급","회식강요 안함, 야근강요 안함, 캐주얼데이, 자유로운 연차사용",주 52시간제 준수,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 육아휴직, 남성출산휴가, 휴양시설 제공"
42637706,"건강검진, 의료비지원(본인)","인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 야근수당, 휴일(특근)수당, 연차수당, 직책수당, 장기근속수당, 4대 보험","생일선물/파티, 결혼기념일선물, 장기근속 선물","창립일행사, 우수사원시상식, 워크샵, 직무능력향상교육, 교육비 지원, 자기계발비 지원","노트북, 사무용품 지급",,,
42892631,,,,"간식 제공, 음료제공(차, 커피)","휴게실, 사무용품 지급","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장",탄력근무제,
42892569,,,,"간식 제공, 음료제공(차, 커피)","휴게실, 사무용품 지급","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장",탄력근무제,
42892111,,"퇴직연금, 장기근속자 포상, 4대 보험",,"워크샵, 직무능력향상교육, 도서구입비지원, 저녁식사 제공, 사우회(경조사회), 음료제공(차, 커피)","휴게실, 회의실, 사원증, 사무용품 지급","회식강요 안함, 자유복장",주차장제공,"연차, 반차, 육아휴직"
42888954,,"인센티브제, 우수사원포상, 4대 보험",,"워크샵, 플레이샵, 도서구입비지원, 교육비 지원, 간식 제공, 식비 지원, 음료제공(차, 커피)",휴게실,"회식강요 안함, 자유복장",,
42888467,,4대 보험,,점심식사 제공,,자유복장,,
42887958,,,,"간식 제공, 음료제공(차, 커피)","휴게실, 사무용품 지급","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장",탄력근무제,
42887004,각종 경조사 지원,"인센티브제, 퇴직금, 4대 보험",명절선물/귀향비,"워크샵, 저녁식사 제공, 간식 제공, 음료제공(차, 커피)","회의실, 공기청정기, 사무용품 지급","수평적 조직문화, 회식강요 안함, 야근강요 안함",,"연차, 반차"
42886790,"건강검진, 각종 경조사 지원, 통신비 지원","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티",워크샵,휴게실,,야간교통비지급,"산전 후 휴가, 육아휴직"
42886273,통신비 지원,"퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",,"우수사원시상식, 점심식사 제공","휴게실, 수면실, 회의실, 사원증, 사무용품 지급","자유복장, 캐주얼데이",야간교통비지급,연차
42769622,,"퇴직금, 성과급, 직책수당, 4대 보험",명절선물/귀향비,워크샵,"휴게실, 회의실, 공기청정기, 카페테리아, 사원증, 사무용품 지급, 최고 성능 컴퓨터","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용","탄력근무제, 주 52시간제 준수","연차, 반차, 근로자의 날 휴무, 휴가비지원"
42885907,각종 경조사 지원,"퇴직연금, 인센티브제, 야근수당, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 임신/출산 선물, 생일자 조기퇴근","신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 교육비 지원, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 음료제공(차, 커피)","휴게실, 수면실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 사내 정원, 휠체어용 난간, 유도점자블록, 장애인 화장실, 장애인 전용주차장, 장애인 엘리베이터, 비상경보장치, 문턱 없음, 자회사 제품할인, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장","주차장제공, 회사차량 있음, 주 40시간제 시행","연차, 경조휴가제, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가, 휴양시설 제공"
42848030,,"장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금, 4대 보험",,"도서구입비지원, 교육비 지원, 저녁식사 제공",,자유복장,,"연차, 산전 후 휴가, 육아휴직, 남성출산휴가"
42816714,업무활동비 지급,"퇴직연금, 인센티브제, 퇴직금, 성과급, 휴일(특근)수당, 4대 보험",,"도서구입비지원, 저녁식사 제공, 음료제공(차, 커피)",노트북,"회식강요 안함, 야근강요 안함, 자유로운 연차사용",탄력근무제,"연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 휴가비지원, 포상휴가"
